Nom du port,ETA,produit,poid du produit
sfax,28/06/2016 03:00,Hydrocarbures,1263.0
sfax,06/07/2016 03:00,cereales,12225.0
sfax,25/06/2016 19:00,conteneurs tonnage,670.0
sfax,28/06/2016 03:00,cereales,5900.0
sfax,28/06/2016 09:00,varac liquide,1058.0
sfax,04/07/2016 06:00,varac solide,3040.0
sfax,06/07/2016 03:00,cereales,6860.0
sfax,28/06/2016 03:00,varac solide,5120.0
sfax,28/06/2016 04:00,cereales,2860.0
sfax,06/07/2016 03:00,varac solide,9000.0
sfax,06/07/2016 03:00,conteneurs nombre EVP,290.0
sfax,08/07/2016 21:00,varac liquide,3058.0
sfax,13/07/2016 03:00,cereales,8830.0
sfax,14/07/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/07/2016 21:00,varac solide,5066.0
sfax,13/07/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/07/2016 10:30,varac solide,1055.0
sfax,06/07/2016 03:00,conteneurs tonnage,6025.0
sfax,08/07/2016 00:00,cereales,13900.0
sfax,13/07/2016 03:00,varac solide,3900.0
sfax,28/07/2016 03:00,Hydrocarbures,1263.0
sfax,06/08/2016 03:00,cereales,12225.0
sfax,25/07/2016 19:00,conteneurs tonnage,670.0
sfax,28/07/2016 03:00,cereales,5900.0
sfax,28/07/2016 09:00,varac liquide,1058.0
sfax,04/08/2016 06:00,varac solide,3040.0
sfax,06/08/2016 03:00,cereales,6860.0
sfax,28/07/2016 03:00,varac solide,5120.0
sfax,28/07/2016 04:00,cereales,2860.0
sfax,06/08/2016 03:00,varac solide,9000.0
sfax,06/08/2016 03:00,conteneurs nombre EVP,290.0
sfax,08/08/2016 21:00,varac liquide,3058.0
sfax,13/08/2016 03:00,cereales,8830.0
sfax,14/08/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/08/2016 21:00,varac solide,5066.0
sfax,13/08/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/08/2016 10:30,varac solide,1055.0
sfax,06/08/2016 03:00,conteneurs tonnage,6025.0
sfax,08/08/2016 00:00,cereales,13900.0
sfax,13/08/2016 03:00,varac solide,3900.0
sfax,28/08/2016 03:00,Hydrocarbures,1263.0
sfax,06/09/2016 03:00,cereales,12225.0
sfax,25/08/2016 19:00,conteneurs tonnage,670.0
sfax,28/08/2016 03:00,cereales,5900.0
sfax,28/08/2016 09:00,varac liquide,1058.0
sfax,04/09/2016 06:00,varac solide,3040.0
sfax,06/09/2016 03:00,cereales,6860.0
sfax,28/08/2016 03:00,varac solide,5120.0
sfax,28/08/2016 04:00,cereales,2860.0
sfax,06/09/2016 03:00,varac solide,9000.0
sfax,06/09/2016 03:00,conteneurs nombre EVP,290.0
sfax,08/09/2016 21:00,varac liquide,3058.0
sfax,13/09/2016 03:00,cereales,8830.0
sfax,14/09/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/09/2016 21:00,varac solide,5066.0
sfax,13/09/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/09/2016 10:30,varac solide,1055.0
sfax,06/09/2016 03:00,conteneurs tonnage,6025.0
sfax,08/09/2016 00:00,cereales,13900.0
sfax,13/09/2016 03:00,varac solide,3900.0
sfax,28/09/2016 03:00,Hydrocarbures,1263.0
sfax,06/10/2016 03:00,cereales,12225.0
sfax,25/09/2016 19:00,conteneurs tonnage,670.0
sfax,28/09/2016 03:00,cereales,5900.0
sfax,28/09/2016 09:00,varac liquide,1058.0
sfax,04/10/2016 06:00,varac solide,3040.0
sfax,06/10/2016 03:00,cereales,6860.0
sfax,28/09/2016 03:00,varac solide,5120.0
sfax,28/09/2016 04:00,cereales,2860.0
sfax,06/10/2016 03:00,varac solide,9000.0
sfax,06/10/2016 03:00,conteneurs nombre EVP,290.0
sfax,08/10/2016 21:00,varac liquide,3058.0
sfax,13/10/2016 03:00,cereales,8830.0
sfax,14/10/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/10/2016 21:00,varac solide,5066.0
sfax,13/10/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/10/2016 10:30,varac solide,1055.0
sfax,06/10/2016 03:00,conteneurs tonnage,6025.0
sfax,08/10/2016 00:00,cereales,13900.0
sfax,13/10/2016 03:00,varac solide,3900.0
sfax,28/10/2016 03:00,Hydrocarbures,1263.0
sfax,06/11/2016 03:00,cereales,12225.0
sfax,25/10/2016 19:00,conteneurs tonnage,670.0
sfax,28/10/2016 03:00,cereales,5900.0
sfax,28/10/2016 09:00,varac liquide,1058.0
sfax,04/11/2016 06:00,varac solide,3040.0
sfax,06/11/2016 03:00,cereales,6860.0
sfax,28/10/2016 03:00,varac solide,5120.0
sfax,28/10/2016 04:00,cereales,2860.0
sfax,06/11/2016 03:00,varac solide,9000.0
sfax,06/11/2016 03:00,conteneurs nombre EVP,290.0
sfax,08/11/2016 21:00,varac liquide,3058.0
sfax,13/11/2016 03:00,cereales,8830.0
sfax,14/11/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/11/2016 21:00,varac solide,5066.0
sfax,13/11/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/11/2016 10:30,varac solide,1055.0
sfax,06/11/2016 03:00,conteneurs tonnage,6025.0
sfax,08/11/2016 00:00,cereales,13900.0
sfax,13/11/2016 03:00,varac solide,3900.0
sfax,28/11/2016 03:00,Hydrocarbures,1263.0
sfax,06/12/2016 03:00,cereales,12225.0
sfax,25/11/2016 19:00,conteneurs tonnage,670.0
sfax,28/11/2016 03:00,cereales,5900.0
sfax,28/11/2016 09:00,varac liquide,1058.0
sfax,04/12/2016 06:00,varac solide,3040.0
sfax,06/12/2016 03:00,cereales,6860.0
sfax,28/11/2016 03:00,varac solide,5120.0
sfax,28/11/2016 04:00,cereales,2860.0
sfax,06/12/2016 03:00,varac solide,9000.0
sfax,06/12/2016 03:00,conteneurs nombre EVP,290.0
sfax,08/12/2016 21:00,varac liquide,3058.0
sfax,13/12/2016 03:00,cereales,8830.0
sfax,14/12/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/12/2016 21:00,varac solide,5066.0
sfax,13/12/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/12/2016 10:30,varac solide,1055.0
sfax,06/12/2016 03:00,conteneurs tonnage,6025.0
sfax,08/12/2016 00:00,cereales,13900.0
sfax,13/12/2016 03:00,varac solide,3900.0
sfax,28/12/2016 03:00,Hydrocarbures,1263.0
sfax,06/01/2016 03:00,cereales,12225.0
sfax,25/12/2016 19:00,conteneurs tonnage,670.0
sfax,28/12/2016 03:00,cereales,5900.0
sfax,28/12/2016 09:00,varac liquide,1058.0
sfax,04/01/2016 06:00,varac solide,3040.0
sfax,06/01/2016 03:00,cereales,6860.0
sfax,28/12/2016 03:00,varac solide,5120.0
sfax,28/12/2016 04:00,cereales,2860.0
sfax,06/01/2016 03:00,varac solide,9000.0
sfax,06/01/2016 03:00,conteneurs nombre EVP,290.0
sfax,08/01/2016 21:00,varac liquide,3058.0
sfax,13/01/2016 03:00,cereales,8830.0
sfax,14/01/2016 10:30,conteneurs nombre EVP,900.0
sfax,08/01/2016 21:00,varac solide,5066.0
sfax,13/01/2016 03:00,conteneurs nombre EVP,900.0
sfax,14/01/2016 10:30,varac solide,1055.0
sfax,06/01/2016 03:00,conteneurs tonnage,6025.0
sfax,08/01/2016 00:00,cereales,13900.0
sfax,13/01/2016 03:00,varac solide,3900.0
"tunis, TN",07/01/2016 18:00,Hydrocarbures,12630.0
"tunis, TN",14/01/2016 07:00,Vrac solide,115.0
"tunis, TN",03/01/2016 15:00,Cereales,1450.0
"tunis, TN",15/01/2016 21:00,Hydrocarbures,7050.0
"tunis, TN",05/01/2016 07:00,Cereales,12600.0
"tunis, TN",06/01/2016 03:00,Cereales,19800.0
"tunis, TN",07/01/2016 07:00,Hydrocarbures,4563.0
"tunis, TN",08/01/2016 21:00,Cereales,17800.0
"tunis, TN",11/01/2016 01:30,Vrac solide,120.0
"tunis, TN",23/12/2016 08:00,Vrac liquide,640.0
"tunis, TN",12/01/2016 10:00,Hydrocarbures,7456.0
"tunis, TN",28/12/2016 06:12,Vrac solide,123.0
"tunis, TN",13/01/2016 03:00,Vrac liquide,280.0
"tunis, TN",07/01/2016 18:00,Vrac solide,300.0
"tunis, TN",14/01/2016 07:00,Vrac liquide,780.0
"tunis, TN",03/01/2016 15:00,Vrac solide,330.0
"tunis, TN",05/01/2016 07:00,Cereales,8526.0
"tunis, TN",06/01/2016 03:00,Cereales,5466.0
"tunis, TN",07/01/2016 07:00,Vrac liquide,190.0
"tunis, TN",08/01/2016 21:00,Vrac solide,220.0
"tunis, TN",11/01/2016 01:30,Cereales,12000.0
"tunis, TN",23/12/2016 08:00,Vrac liquide,310.0
"tunis, TN",12/01/2016 10:00,Hydrocarbures,15748.0
"tunis, TN",13/01/2016 03:00,Cereales,11300.0
"tunis, TN",28/12/2016 02:00,Vrac liquide,410.0
"tunis, TN",07/01/2016 18:00,Cereales,17000.0
"tunis, TN",14/01/2016 07:00,Cereales,10300.0
"tunis, TN",28/12/2017 03:00,Hydrocarbures,2000.0
"tunis, TN",29/12/2017 09:00,Hydrocarbures,1602.0
"tunis, TN",21/12/2017 08:00,Vrac liquide,540.0
"tunis, TN",01/01/2017 21:00,Cereales,4500.0
"tunis, TN",04/01/2017 01:30,Hydrocarbures,1500.0
"tunis, TN",05/01/2017 07:00,Cereales,14520.0
"tunis, TN",06/01/2017 03:00,Hydrocarbures,1700.0
"tunis, TN",07/01/2017 07:00,Hydrocarbures,1500.0
"tunis, TN",08/01/2017 21:00,Hydrocarbures,2000.0
"tunis, TN",12/12/2017 17:00,Vrac liquide,410.0
"tunis, TN",27/12/2017 10:00,Cereales,10450.0
"tunis, TN",09/12/2017 07:12,Vrac solide,300.0
"tunis, TN",28/12/2017 03:00,Cereales,4600.0
"tunis, TN",29/12/2017 07:00,Hydrocarbures,1750.0
"tunis, TN",21/12/2017 08:00,Hydrocarbures,1800.0
"tunis, TN",01/01/2017 21:00,Cereales,12300.0
"tunis, TN",04/01/2017 01:30,Hydrocarbures,1993.0
"tunis, TN",05/01/2017 07:00,Cereales,1300.0
"tunis, TN",06/01/2017 03:00,Vrac solide,220.0
"tunis, TN",07/01/2017 07:00,Hydrocarbures,900.0
"tunis, TN",29/12/2017 09:00,Vrac solide,140.0
"tunis, TN",21/12/2017 08:00,Hydrocarbures,3500.0
"tunis, TN",01/01/2017 21:00,Vrac solide,160.0
"tunis, TN",04/01/2017 01:30,Hydrocarbures,5000.0
"tunis, TN",05/01/2017 07:00,Vrac liquide,360.0
"tunis, TN",06/01/2017 03:00,Hydrocarbures,2056.0
"tunis, TN",07/01/2017 07:00,Hydrocarbures,2500.0
"tunis, TN",08/01/2017 21:00,Hydrocarbures,10000.0
"tunis, TN",11/01/2017 01:30,Hydrocarbures,6000.0
"tunis, TN",23/12/2017 08:00,Hydrocarbures,4300.0
"tunis, TN",06/01/2017 03:00,Hydrocarbures,2600.0
"tunis, TN",07/01/2017 07:00,Hydrocarbures,4178.0
"tunis, TN",08/01/2017 21:00,Cereales,18900.0
"tunis, TN",11/01/2017 01:30,Hydrocarbures,5400.0
"tunis, TN",23/12/2017 08:00,Hydrocarbures,8600.0
"tunis, TN",12/01/2017 10:00,Hydrocarbures,5900.0
"tunis, TN",28/12/2017 06:12,Cereales,16300.0
"tunis, TN",13/01/2017 03:00,Cereales,6320.0
"tunis, TN",07/01/2017 18:00,Hydrocarbures,12630.0
"tunis, TN",14/01/2017 07:00,Vrac solide,115.0
"tunis, TN",03/01/2017 15:00,Cereales,1450.0
"tunis, TN",15/01/2017 21:00,Hydrocarbures,7050.0
"tunis, TN",05/01/2017 07:00,Cereales,12600.0
"tunis, TN",06/01/2017 03:00,Cereales,19800.0
"tunis, TN",07/01/2017 07:00,Hydrocarbures,4563.0
"tunis, TN",08/01/2017 21:00,Cereales,17800.0
"tunis, TN",11/01/2017 01:30,Vrac solide,120.0
"tunis, TN",23/12/2017 08:00,Vrac liquide,640.0
"tunis, TN",12/01/2017 10:00,Hydrocarbures,7456.0
"tunis, TN",28/12/2017 06:12,Vrac solide,123.0
"tunis, TN",13/01/2017 03:00,Vrac liquide,280.0
"tunis, TN",07/01/2017 18:00,Vrac solide,300.0
"tunis, TN",14/01/2017 07:00,Vrac liquide,780.0
"tunis, TN",03/01/2017 15:00,Vrac solide,330.0
"tunis, TN",05/01/2017 07:00,Cereales,8526.0
"tunis, TN",06/01/2017 03:00,Cereales,5466.0
"tunis, TN",07/01/2017 07:00,Vrac liquide,190.0
"tunis, TN",08/01/2017 21:00,Vrac solide,220.0
"tunis, TN",11/01/2017 01:30,Cereales,12000.0
"tunis, TN",23/12/2017 08:00,Vrac liquide,310.0
"tunis, TN",12/01/2017 10:00,Hydrocarbures,15748.0
"tunis, TN",13/01/2017 03:00,Cereales,11300.0
"tunis, TN",28/12/2017 02:00,Vrac liquide,410.0
"tunis, TN",07/01/2017 18:00,Cereales,17000.0
"tunis, TN",14/01/2017 07:00,Cereales,10300.0
sousse,28/02/2020 03:00,Hydrocarbures,5900.0
sousse,02/03/2020 14:00,Vrac solide,183.0
sousse,29/02/2020 02:00,voitures,130.0
sousse,06/03/2020 03:00,Hydrocarbures,5100.0
sousse,24/02/2020 17:50,Vrac solide,123.0
sousse,28/02/2020 03:00,Vrac solide,120.0
sousse,27/02/2020 14:00,voitures,80.0
sousse,02/03/2020 14:00,Vrac solide,120.0
sousse,06/03/2020 03:00,Hydrocarbures,2100.0
sousse,02/03/2020 14:00,Vrac solide,126.0
sousse,29/02/2020 02:00,Hydrocarbures,3100.0
sousse,06/03/2020 03:00,Vrac solide,126.0
sousse,06/03/2020 03:00,Hydrocarbures,5100.0
sousse,07/03/2020 18:30,Hydrocarbures,1500.0
sousse,13/03/2020 03:00,Hydrocarbures,200.0
sousse,06/03/2020 03:00,Vrac solide,123.0
sousse,07/03/2020 18:30,Hydrocarbures,5100.0
sousse,13/03/2020 03:00,voitures,100.0
sousse,06/03/2020 03:00,conteneurs tonnage,50.0
sousse,13/03/2020 03:00,conteneurs tonnage,90.0
sousse,28/02/2019 03:00,Hydrocarbures,5900.0
sousse,02/03/2019 14:00,Vrac solide,183.0
sousse,29/02/2019 02:00,voitures,130.0
sousse,06/03/2019 03:00,Hydrocarbures,5100.0
sousse,24/02/2019 17:50,Vrac solide,123.0
sousse,28/02/2019 03:00,Vrac solide,120.0
sousse,27/02/2019 14:00,voitures,80.0
sousse,02/03/2019 14:00,Vrac solide,120.0
sousse,06/03/2019 03:00,Hydrocarbures,2100.0
sousse,02/03/2019 14:00,Vrac solide,126.0
sousse,29/02/2019 02:00,Hydrocarbures,3100.0
sousse,06/03/2019 03:00,Vrac solide,126.0
sousse,06/03/2019 03:00,Hydrocarbures,5100.0
sousse,07/03/2019 18:30,Hydrocarbures,1500.0
sousse,13/03/2019 03:00,Hydrocarbures,200.0
sousse,06/03/2019 03:00,Vrac solide,123.0
sousse,07/03/2019 18:30,Hydrocarbures,5100.0
sousse,13/03/2019 03:00,voitures,100.0
sousse,06/03/2019 03:00,conteneurs tonnage,50.0
sousse,13/03/2019 03:00,conteneurs tonnage,90.0
sousse,28/02/2018 03:00,Hydrocarbures,5900.0
sousse,02/03/2018 14:00,Vrac solide,183.0
sousse,29/02/2018 02:00,voitures,130.0
sousse,06/03/2018 03:00,Hydrocarbures,5100.0
sousse,24/02/2018 17:50,Vrac solide,123.0
sousse,28/02/2018 03:00,Vrac solide,120.0
sousse,27/02/2018 14:00,voitures,80.0
sousse,02/03/2018 14:00,Vrac solide,120.0
sousse,06/03/2018 03:00,Hydrocarbures,2100.0
sousse,02/03/2018 14:00,Vrac solide,126.0
sousse,29/02/2018 02:00,Hydrocarbures,3100.0
sousse,06/03/2018 03:00,Vrac solide,126.0
sousse,06/03/2018 03:00,Hydrocarbures,5100.0
sousse,07/03/2018 18:30,Hydrocarbures,1500.0
sousse,13/03/2018 03:00,Hydrocarbures,200.0
sousse,06/03/2018 03:00,Vrac solide,123.0
sousse,07/03/2018 18:30,Hydrocarbures,5100.0
sousse,13/03/2018 03:00,voitures,100.0
sousse,06/03/2018 03:00,conteneurs tonnage,50.0
sousse,13/03/2018 03:00,conteneurs tonnage,90.0
sousse,28/02/2017 03:00,Hydrocarbures,5900.0
sousse,02/03/2017 14:00,Vrac solide,183.0
sousse,29/02/2017 02:00,voitures,130.0
sousse,06/03/2017 03:00,Hydrocarbures,5100.0
sousse,24/02/2017 17:50,Vrac solide,123.0
sousse,28/02/2017 03:00,Vrac solide,120.0
sousse,27/02/2017 14:00,voitures,80.0
sousse,02/03/2017 14:00,Vrac solide,120.0
sousse,06/03/2017 03:00,Hydrocarbures,2100.0
sousse,02/03/2017 14:00,Vrac solide,126.0
sousse,29/02/2017 02:00,Hydrocarbures,3100.0
sousse,06/03/2017 03:00,Vrac solide,126.0
sousse,06/03/2017 03:00,Hydrocarbures,5100.0
sousse,07/03/2017 18:30,Hydrocarbures,1500.0
sousse,13/03/2017 03:00,Hydrocarbures,200.0
sousse,06/03/2017 03:00,Vrac solide,123.0
sousse,07/03/2017 18:30,Hydrocarbures,5100.0
sousse,13/03/2017 03:00,voitures,100.0
sousse,06/03/2017 03:00,conteneurs tonnage,50.0
sousse,13/03/2017 03:00,conteneurs tonnage,90.0
bizerte,28/02/2020 03:00,Hydrocarbures,5900.0
bizerte,02/03/2020 14:00,Vrac solide,183.0
bizerte,29/02/2020 02:00,voitures,130.0
bizerte,06/03/2020 03:00,Hydrocarbures,5100.0
bizerte,24/02/2020 17:50,Vrac solide,123.0
bizerte,28/02/2020 03:00,Vrac solide,120.0
bizerte,27/02/2020 14:00,voitures,80.0
bizerte,02/03/2020 14:00,Vrac solide,120.0
bizerte,06/03/2020 03:00,Hydrocarbures,2100.0
bizerte,02/03/2020 14:00,Vrac solide,126.0
bizerte,29/02/2020 02:00,Hydrocarbures,3100.0
bizerte,06/03/2020 03:00,Vrac solide,126.0
bizerte,06/03/2020 03:00,Hydrocarbures,5100.0
bizerte,07/03/2020 18:30,Hydrocarbures,1500.0
bizerte,13/03/2020 03:00,Hydrocarbures,200.0
bizerte,06/03/2020 03:00,Vrac solide,123.0
bizerte,07/03/2020 18:30,Hydrocarbures,5100.0
bizerte,13/03/2020 03:00,voitures,100.0
bizerte,06/03/2020 03:00,conteneurs tonnage,50.0
bizerte,13/03/2020 03:00,conteneurs tonnage,90.0
bizerte,28/02/2019 03:00,Hydrocarbures,5900.0
bizerte,02/03/2019 14:00,Vrac solide,183.0
bizerte,29/02/2019 02:00,voitures,130.0
bizerte,06/03/2019 03:00,Hydrocarbures,5100.0
bizerte,24/02/2019 17:50,Vrac solide,123.0
bizerte,28/02/2019 03:00,Vrac solide,120.0
bizerte,27/02/2019 14:00,voitures,80.0
bizerte,02/03/2019 14:00,Vrac solide,120.0
bizerte,06/03/2019 03:00,Hydrocarbures,2100.0
bizerte,02/03/2019 14:00,Vrac solide,126.0
bizerte,29/02/2019 02:00,Hydrocarbures,3100.0
bizerte,06/03/2019 03:00,Vrac solide,126.0
bizerte,06/03/2019 03:00,Hydrocarbures,5100.0
bizerte,07/03/2019 18:30,Hydrocarbures,1500.0
bizerte,13/03/2019 03:00,Hydrocarbures,200.0
bizerte,06/03/2019 03:00,Vrac solide,123.0
bizerte,07/03/2019 18:30,Hydrocarbures,5100.0
bizerte,13/03/2019 03:00,voitures,100.0
bizerte,06/03/2019 03:00,conteneurs tonnage,50.0
bizerte,13/03/2019 03:00,conteneurs tonnage,90.0
bizerte,28/02/2018 03:00,Hydrocarbures,5900.0
bizerte,02/03/2018 14:00,Vrac solide,183.0
bizerte,29/02/2018 02:00,voitures,130.0
bizerte,06/03/2018 03:00,Hydrocarbures,5100.0
bizerte,24/02/2018 17:50,Vrac solide,123.0
bizerte,28/02/2018 03:00,Vrac solide,120.0
bizerte,27/02/2018 14:00,voitures,80.0
bizerte,02/03/2018 14:00,Vrac solide,120.0
bizerte,06/03/2018 03:00,Hydrocarbures,2100.0
bizerte,02/03/2018 14:00,Vrac solide,126.0
bizerte,29/02/2018 02:00,Hydrocarbures,3100.0
bizerte,06/03/2018 03:00,Vrac solide,126.0
bizerte,06/03/2018 03:00,Hydrocarbures,5100.0
bizerte,07/03/2018 18:30,Hydrocarbures,1500.0
bizerte,13/03/2018 03:00,Hydrocarbures,200.0
bizerte,06/03/2018 03:00,Vrac solide,123.0
bizerte,07/03/2018 18:30,Hydrocarbures,5100.0
bizerte,13/03/2018 03:00,voitures,100.0
bizerte,06/03/2018 03:00,conteneurs tonnage,50.0
bizerte,13/03/2018 03:00,conteneurs tonnage,90.0
bizerte,28/02/2017 03:00,Hydrocarbures,5900.0
bizerte,02/03/2017 14:00,Vrac solide,183.0
bizerte,29/02/2017 02:00,voitures,130.0
bizerte,06/03/2017 03:00,Hydrocarbures,5100.0
bizerte,24/02/2017 17:50,Vrac solide,123.0
bizerte,28/02/2017 03:00,Vrac solide,120.0
bizerte,27/02/2017 14:00,voitures,80.0
bizerte,02/03/2017 14:00,Vrac solide,120.0
bizerte,06/03/2017 03:00,Hydrocarbures,2100.0
bizerte,02/03/2017 14:00,Vrac solide,126.0
bizerte,29/02/2017 02:00,Hydrocarbures,3100.0
bizerte,06/03/2017 03:00,Vrac solide,126.0
bizerte,06/03/2017 03:00,Hydrocarbures,5100.0
bizerte,07/03/2017 18:30,Hydrocarbures,1500.0
bizerte,13/03/2017 03:00,Hydrocarbures,200.0
bizerte,06/03/2017 03:00,Vrac solide,123.0
bizerte,07/03/2017 18:30,Hydrocarbures,5100.0
bizerte,13/03/2017 03:00,voitures,100.0
bizerte,06/03/2017 03:00,conteneurs tonnage,50.0
bizerte,13/03/2017 03:00,conteneurs tonnage,90.0
