Nom du port,Nom du Navire,Voyage,Voyage local,Service,ETA,ETD,Terminal,Date limite de livraison au port,Date limite Remise doc,Import,produit,poid du produit,year,month,day
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2018-11-13 03:00:00,14/11/2018 04:00,O.M.M.P. SFAX,11/11/2018 15:00,--,varac solide:3450/conteneurs tonnage:350,varac solide,3450.0,2018.0,11.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2018-11-28 03:00:00,01/12/2018 17:00,O.M.M.P. SFAX,26/11/2018 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2018.0,11.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-12-06 03:00:00,07/12/2018 04:00,O.M.M.P. SFAX,04/12/2018 15:00,--,cereales:12225/conteneurs nombre EVP:450,cereales,12225.0,2018.0,12.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2018-11-25 19:00:00,28/11/2018 19:00,O.M.M.P. SFAX,24/11/2018 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2018.0,11.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2018-11-28 03:00:00,29/11/2018 04:00,O.M.M.P. SFAX,26/11/2018 15:00,--,cereales:5450/Hydrocarbures:5163,cereales,5450.0,2018.0,11.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2018-11-28 09:00:00,01/12/2018 22:00,O.M.M.P. SFAX,26/11/2018 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2018.0,11.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2018-12-04 06:00:00,06/12/2018 18:00,O.M.M.P. SFAX,02/12/2018 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2018.0,12.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-12-06 03:00:00,07/12/2018 04:00,O.M.M.P. SFAX,04/12/2018 15:00,--,cereales:6860/conteneurs tonnage:480,cereales,6860.0,2018.0,12.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2018-11-28 03:00:00,29/11/2018 04:00,O.M.M.P. SFAX,26/11/2018 15:00,--,varac solide:5120/,varac solide,5120.0,2018.0,11.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2018-11-28 04:00:00,01/12/2018 17:00,O.M.M.P. SFAX,26/11/2018 16:00,--,cereales:2860/,cereales,2860.0,2018.0,11.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-12-06 03:00:00,07/12/2018 04:00,O.M.M.P. SFAX,04/12/2018 15:00,--,varac solide:4500/conteneurs tonnage:750,varac solide,4500.0,2018.0,12.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-12-06 03:00:00,07/12/2018 04:00,O.M.M.P. SFAX,04/12/2018 15:00,--,conteneurs nombre EVP:290,conteneurs nombre EVP,290.0,2018.0,12.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2018-12-08 21:00:00,11/12/2018 10:00,O.M.M.P. SFAX,07/12/2018 09:00,--,varac liquide:3058/conteneurs tonnage:480,varac liquide,3058.0,2018.0,12.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2018-12-13 03:00:00,14/12/2018 04:00,O.M.M.P. SFAX,11/12/2018 15:00,--,cereales:8830/conteneurs nombre EVP:450,cereales,8830.0,2018.0,12.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2018-12-14 10:30:00,17/12/2018 10:30,O.M.M.P. SFAX,12/12/2018 22:30,--,conteneurs nombre EVP:450,conteneurs nombre EVP,450.0,2018.0,12.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2018-12-08 21:00:00,11/12/2018 10:00,O.M.M.P. SFAX,07/12/2018 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2018.0,12.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2018-12-13 03:00:00,14/12/2018 04:00,O.M.M.P. SFAX,11/12/2018 15:00,--,conteneurs nombre EVP:780/cereales:9225,conteneurs nombre EVP,780.0,2018.0,12.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2018-12-14 10:30:00,17/12/2018 10:30,O.M.M.P. SFAX,12/12/2018 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2018.0,12.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-12-06 03:00:00,07/12/2018 04:00,O.M.M.P. SFAX,04/12/2018 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2018.0,12.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2018-12-08 00:00:00,11/12/2018 00:00,O.M.M.P. SFAX,06/12/2018 12:00,--,cereales:13450/varac liquide:548,cereales,13450.0,2018.0,12.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2018-12-13 03:00:00,14/12/2018 04:00,O.M.M.P. SFAX,11/12/2018 15:00,--,varac solide:3450/conteneurs tonnage:350,varac solide,3450.0,2018.0,12.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2018-12-28 03:00:00,01/01/2018 17:00,O.M.M.P. SFAX,26/12/2018 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2018.0,12.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-01-06 03:00:00,07/01/2018 04:00,O.M.M.P. SFAX,04/01/2018 15:00,--,cereales:12225/conteneurs nombre EVP:450,cereales,12225.0,2018.0,1.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2018-12-25 19:00:00,28/12/2018 19:00,O.M.M.P. SFAX,24/12/2018 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2018.0,12.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2018-12-28 03:00:00,29/12/2018 04:00,O.M.M.P. SFAX,26/12/2018 15:00,--,cereales:5450/Hydrocarbures:5163,cereales,5450.0,2018.0,12.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2018-12-28 09:00:00,01/01/2018 22:00,O.M.M.P. SFAX,26/12/2018 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2018.0,12.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2018-01-04 06:00:00,06/01/2018 18:00,O.M.M.P. SFAX,02/01/2018 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2018.0,1.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-01-06 03:00:00,07/01/2018 04:00,O.M.M.P. SFAX,04/01/2018 15:00,--,cereales:6860/conteneurs tonnage:480,cereales,6860.0,2018.0,1.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2018-12-28 03:00:00,29/12/2018 04:00,O.M.M.P. SFAX,26/12/2018 15:00,--,varac solide:5120/,varac solide,5120.0,2018.0,12.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2018-12-28 04:00:00,01/01/2018 17:00,O.M.M.P. SFAX,26/12/2018 16:00,--,cereales:2860/,cereales,2860.0,2018.0,12.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-01-06 03:00:00,07/01/2018 04:00,O.M.M.P. SFAX,04/01/2018 15:00,--,varac solide:4500/conteneurs tonnage:750,varac solide,4500.0,2018.0,1.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-01-06 03:00:00,07/01/2018 04:00,O.M.M.P. SFAX,04/01/2018 15:00,--,conteneurs nombre EVP:290,conteneurs nombre EVP,290.0,2018.0,1.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2018-01-08 21:00:00,11/01/2018 10:00,O.M.M.P. SFAX,07/01/2018 09:00,--,varac liquide:3058/conteneurs tonnage:480,varac liquide,3058.0,2018.0,1.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2018-01-13 03:00:00,14/01/2018 04:00,O.M.M.P. SFAX,11/01/2018 15:00,--,cereales:8830/conteneurs nombre EVP:450,cereales,8830.0,2018.0,1.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2018-01-14 10:30:00,17/01/2018 10:30,O.M.M.P. SFAX,12/01/2018 22:30,--,conteneurs nombre EVP:450,conteneurs nombre EVP,450.0,2018.0,1.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2018-01-08 21:00:00,11/01/2018 10:00,O.M.M.P. SFAX,07/01/2018 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2018.0,1.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2018-01-13 03:00:00,14/01/2018 04:00,O.M.M.P. SFAX,11/01/2018 15:00,--,conteneurs nombre EVP:780/cereales:9225,conteneurs nombre EVP,780.0,2018.0,1.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2018-01-14 10:30:00,17/01/2018 10:30,O.M.M.P. SFAX,12/01/2018 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2018.0,1.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2018-01-06 03:00:00,07/01/2018 04:00,O.M.M.P. SFAX,04/01/2018 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2018.0,1.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2018-01-08 00:00:00,11/01/2018 00:00,O.M.M.P. SFAX,06/01/2018 12:00,--,cereales:13450/varac liquide:548,cereales,13450.0,2018.0,1.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2018-01-13 03:00:00,14/01/2018 04:00,O.M.M.P. SFAX,11/01/2018 15:00,--,varac solide:3450/conteneurs tonnage:350,varac solide,3450.0,2018.0,1.0,13.0
Nom du port,Nom du Navire,Voyage,Voyage local,Service,,ETD,Terminal,Date limite de livraison au port,Date limite Remise doc,Import,Import,,2017.9729166666666,5.9319444444444445,14.050694444444444
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2017-02-28 03:00:00,01/03/2017 17:00,O.M.M.P. SFAX,26/02/2017 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2017.0,2.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-03-06 03:00:00,07/03/2017 04:00,O.M.M.P. SFAX,04/03/2017 15:00,--,cereales:12225/conteneurs nombre EVP:600,cereales,12225.0,2017.0,3.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2017-02-25 19:00:00,28/02/2017 19:00,O.M.M.P. SFAX,24/02/2017 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2017.0,2.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2017-02-28 03:00:00,29/02/2017 04:00,O.M.M.P. SFAX,26/02/2017 15:00,--,cereales:5600/Hydrocarbures:5000,cereales,5600.0,2017.0,2.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2017-02-28 09:00:00,01/03/2017 22:00,O.M.M.P. SFAX,26/02/2017 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2017.0,2.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2017-03-04 06:00:00,06/03/2017 18:00,O.M.M.P. SFAX,02/03/2017 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2017.0,3.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-03-06 03:00:00,07/03/2017 04:00,O.M.M.P. SFAX,04/03/2017 15:00,--,cereales:6860/conteneurs tonnage:600,cereales,6860.0,2017.0,3.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2017-02-28 03:00:00,29/02/2017 04:00,O.M.M.P. SFAX,26/02/2017 15:00,--,varac solide:5120/,varac solide,5120.0,2017.0,2.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2017-02-28 04:00:00,01/03/2017 17:00,O.M.M.P. SFAX,26/02/2017 16:00,--,cereales:2860/voitures:2900,cereales,2860.0,2017.0,2.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-03-06 03:00:00,07/03/2017 04:00,O.M.M.P. SFAX,04/03/2017 15:00,--,varac solide:6000/conteneurs tonnage:750,varac solide,6000.0,2017.0,3.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-03-06 03:00:00,07/03/2017 04:00,O.M.M.P. SFAX,04/03/2017 15:00,--,conteneurs nombre EVP:260,conteneurs nombre EVP,260.0,2017.0,3.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2017-03-08 21:00:00,11/03/2017 10:00,O.M.M.P. SFAX,07/03/2017 09:00,--,varac liquide:3058/conteneurs tonnage:600,varac liquide,3058.0,2017.0,3.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2017-03-13 03:00:00,14/03/2017 04:00,O.M.M.P. SFAX,11/03/2017 15:00,--,cereales:8830/conteneurs nombre EVP:600,cereales,8830.0,2017.0,3.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2017-03-14 10:30:00,17/03/2017 10:30,O.M.M.P. SFAX,12/03/2017 22:30,--,conteneurs nombre EVP:600,conteneurs nombre EVP,600.0,2017.0,3.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2017-03-08 21:00:00,11/03/2017 10:00,O.M.M.P. SFAX,07/03/2017 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2017.0,3.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2017-03-13 03:00:00,14/03/2017 04:00,O.M.M.P. SFAX,11/03/2017 15:00,--,conteneurs nombre EVP:780/cereales:9225,conteneurs nombre EVP,780.0,2017.0,3.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2017-03-14 10:30:00,17/03/2017 10:30,O.M.M.P. SFAX,12/03/2017 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2017.0,3.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-03-06 03:00:00,07/03/2017 04:00,O.M.M.P. SFAX,04/03/2017 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2017.0,3.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2017-03-08 00:00:00,11/03/2017 00:00,O.M.M.P. SFAX,06/03/2017 12:00,--,cereales:13600/varac liquide:548,cereales,13600.0,2017.0,3.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2017-03-13 03:00:00,14/03/2017 04:00,O.M.M.P. SFAX,11/03/2017 15:00,--,varac solide:3600/conteneurs tonnage:580,varac solide,3600.0,2017.0,3.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2017-01-28 03:00:00,01/02/2017 17:00,O.M.M.P. SFAX,26/01/2017 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2017.0,1.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-02-06 03:00:00,07/02/2017 04:00,O.M.M.P. SFAX,04/02/2017 15:00,--,cereales:12225/conteneurs nombre EVP:600,cereales,12225.0,2017.0,2.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2017-01-25 19:00:00,28/01/2017 19:00,O.M.M.P. SFAX,24/01/2017 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2017.0,1.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2017-01-28 03:00:00,29/01/2017 04:00,O.M.M.P. SFAX,26/01/2017 15:00,--,cereales:5600/Hydrocarbures:5000,cereales,5600.0,2017.0,1.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2017-01-28 09:00:00,01/02/2017 22:00,O.M.M.P. SFAX,26/01/2017 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2017.0,1.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2017-02-04 06:00:00,06/02/2017 18:00,O.M.M.P. SFAX,02/02/2017 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2017.0,2.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-02-06 03:00:00,07/02/2017 04:00,O.M.M.P. SFAX,04/02/2017 15:00,--,cereales:6860/conteneurs tonnage:600,cereales,6860.0,2017.0,2.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2017-01-28 03:00:00,29/01/2017 04:00,O.M.M.P. SFAX,26/01/2017 15:00,--,varac solide:5120/,varac solide,5120.0,2017.0,1.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2017-01-28 04:00:00,01/02/2017 17:00,O.M.M.P. SFAX,26/01/2017 16:00,--,cereales:2860/,cereales,2860.0,2017.0,1.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-02-06 03:00:00,07/02/2017 04:00,O.M.M.P. SFAX,04/02/2017 15:00,--,varac solide:6000/conteneurs tonnage:750,varac solide,6000.0,2017.0,2.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-02-06 03:00:00,07/02/2017 04:00,O.M.M.P. SFAX,04/02/2017 15:00,--,conteneurs nombre EVP:290,conteneurs nombre EVP,290.0,2017.0,2.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2017-02-08 21:00:00,11/02/2017 10:00,O.M.M.P. SFAX,07/02/2017 09:00,--,varac liquide:3058/conteneurs tonnage:600,varac liquide,3058.0,2017.0,2.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2017-02-13 03:00:00,14/02/2017 04:00,O.M.M.P. SFAX,11/02/2017 15:00,--,cereales:8830/conteneurs nombre EVP:600,cereales,8830.0,2017.0,2.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2017-02-14 10:30:00,17/02/2017 10:30,O.M.M.P. SFAX,12/02/2017 22:30,--,conteneurs nombre EVP:600,conteneurs nombre EVP,600.0,2017.0,2.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2017-02-08 21:00:00,11/02/2017 10:00,O.M.M.P. SFAX,07/02/2017 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2017.0,2.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2017-02-13 03:00:00,14/02/2017 04:00,O.M.M.P. SFAX,11/02/2017 15:00,--,conteneurs nombre EVP:780/cereales:9225,conteneurs nombre EVP,780.0,2017.0,2.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2017-02-14 10:30:00,17/02/2017 10:30,O.M.M.P. SFAX,12/02/2017 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2017.0,2.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-02-06 03:00:00,07/02/2017 04:00,O.M.M.P. SFAX,04/02/2017 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2017.0,2.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2017-02-08 00:00:00,11/02/2017 00:00,O.M.M.P. SFAX,06/02/2017 12:00,--,cereales:13600/varac liquide:548,cereales,13600.0,2017.0,2.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2017-02-13 03:00:00,14/02/2017 04:00,O.M.M.P. SFAX,11/02/2017 15:00,--,varac solide:3600/conteneurs tonnage:580,varac solide,3600.0,2017.0,2.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2017-03-28 03:00:00,01/04/2017 17:00,O.M.M.P. SFAX,26/03/2017 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2017.0,3.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-04-06 03:00:00,07/04/2017 04:00,O.M.M.P. SFAX,04/04/2017 15:00,--,cereales:12225/conteneurs nombre EVP:600,cereales,12225.0,2017.0,4.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2017-03-25 19:00:00,28/03/2017 19:00,O.M.M.P. SFAX,24/03/2017 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2017.0,3.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2017-03-28 03:00:00,29/03/2017 04:00,O.M.M.P. SFAX,26/03/2017 15:00,--,cereales:5600/Hydrocarbures:5000,cereales,5600.0,2017.0,3.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2017-03-28 09:00:00,01/04/2017 22:00,O.M.M.P. SFAX,26/03/2017 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2017.0,3.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2017-04-04 06:00:00,06/04/2017 18:00,O.M.M.P. SFAX,02/04/2017 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2017.0,4.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-04-06 03:00:00,07/04/2017 04:00,O.M.M.P. SFAX,04/04/2017 15:00,--,cereales:6860/conteneurs tonnage:600,cereales,6860.0,2017.0,4.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2017-03-28 03:00:00,29/03/2017 04:00,O.M.M.P. SFAX,26/03/2017 15:00,--,varac solide:5120/,varac solide,5120.0,2017.0,3.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2017-03-28 04:00:00,01/04/2017 17:00,O.M.M.P. SFAX,26/03/2017 16:00,--,cereales:2860/,cereales,2860.0,2017.0,3.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-04-06 03:00:00,07/04/2017 04:00,O.M.M.P. SFAX,04/04/2017 15:00,--,varac solide:6000/conteneurs tonnage:750,varac solide,6000.0,2017.0,4.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-04-06 03:00:00,07/04/2017 04:00,O.M.M.P. SFAX,04/04/2017 15:00,--,conteneurs nombre EVP:290,conteneurs nombre EVP,290.0,2017.0,4.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2017-04-08 21:00:00,11/04/2017 10:00,O.M.M.P. SFAX,07/04/2017 09:00,--,varac liquide:3058/conteneurs tonnage:600,varac liquide,3058.0,2017.0,4.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2017-04-13 03:00:00,14/04/2017 04:00,O.M.M.P. SFAX,11/04/2017 15:00,--,cereales:8830/conteneurs nombre EVP:600,cereales,8830.0,2017.0,4.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2017-04-14 10:30:00,17/04/2017 10:30,O.M.M.P. SFAX,12/04/2017 22:30,--,conteneurs nombre EVP:600,conteneurs nombre EVP,600.0,2017.0,4.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2017-04-08 21:00:00,11/04/2017 10:00,O.M.M.P. SFAX,07/04/2017 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2017.0,4.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2017-04-13 03:00:00,14/04/2017 04:00,O.M.M.P. SFAX,11/04/2017 15:00,--,conteneurs nombre EVP:780/cereales:9225,conteneurs nombre EVP,780.0,2017.0,4.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2017-04-14 10:30:00,17/04/2017 10:30,O.M.M.P. SFAX,12/04/2017 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2017.0,4.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-04-06 03:00:00,07/04/2017 04:00,O.M.M.P. SFAX,04/04/2017 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2017.0,4.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2017-04-08 00:00:00,11/04/2017 00:00,O.M.M.P. SFAX,06/04/2017 12:00,--,cereales:13600/varac liquide:548,cereales,13600.0,2017.0,4.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2017-04-13 03:00:00,14/04/2017 04:00,O.M.M.P. SFAX,11/04/2017 15:00,--,varac solide:3600/conteneurs tonnage:580,varac solide,3600.0,2017.0,4.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2017-04-28 03:00:00,01/05/2017 17:00,O.M.M.P. SFAX,26/04/2017 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2017.0,4.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-05-06 03:00:00,07/05/2017 04:00,O.M.M.P. SFAX,04/05/2017 15:00,--,cereales:12225/conteneurs nombre EVP:600,cereales,12225.0,2017.0,5.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2017-04-25 19:00:00,28/04/2017 19:00,O.M.M.P. SFAX,24/04/2017 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2017.0,4.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2017-04-28 03:00:00,29/04/2017 04:00,O.M.M.P. SFAX,26/04/2017 15:00,--,cereales:5600/Hydrocarbures:5000,cereales,5600.0,2017.0,4.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2017-04-28 09:00:00,01/05/2017 22:00,O.M.M.P. SFAX,26/04/2017 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2017.0,4.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2017-05-04 06:00:00,06/05/2017 18:00,O.M.M.P. SFAX,02/05/2017 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2017.0,5.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2017-05-06 03:00:00,07/05/2017 04:00,O.M.M.P. SFAX,04/05/2017 15:00,--,cereales:6860/conteneurs tonnage:600,cereales,6860.0,2017.0,5.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2017-04-28 03:00:00,29/04/2017 04:00,O.M.M.P. SFAX,26/04/2017 15:00,--,varac solide:5120/,varac solide,5120.0,2017.0,4.0,28.0
